Date,Country,Confirmed Cases,Deaths,New Cases,Country Population
2020-08-04,Belgium,70648,9852,334,11589623
2020-08-03,Belgium,70314,9850,465,11589623
2020-08-02,Belgium,69849,9845,447,11589623
2020-08-01,Belgium,69402,9845,651,11589623
2020-07-31,Belgium,68751,9841,745,11589623
2020-07-30,Belgium,68006,9840,671,11589623
2020-07-29,Belgium,67335,9836,673,11589623
2020-07-28,Belgium,66662,9833,234,11589623
2020-07-27,Belgium,66428,9822,402,11589623
2020-07-26,Belgium,66026,9821,299,11589623
2020-07-25,Belgium,65727,9821,528,11589623
2020-07-24,Belgium,65199,9817,352,11589623
2020-07-23,Belgium,64847,9812,220,11589623
2020-07-22,Belgium,64627,9808,369,11589623
2020-07-21,Belgium,64258,9805,164,11589623
2020-07-20,Belgium,64094,9805,388,11589623
2020-07-19,Belgium,63706,9800,0,11589623
2020-07-18,Belgium,63706,9800,207,11589623
2020-07-17,Belgium,63499,9800,261,11589623
2020-07-16,Belgium,63238,9795,366,11589623
2020-07-15,Belgium,62872,9788,91,11589623
2020-07-14,Belgium,62781,9787,74,11589623
2020-07-13,Belgium,62707,9782,0,11589623
2020-07-12,Belgium,62707,9782,238,11589623
2020-07-11,Belgium,62469,9782,112,11589623
2020-07-10,Belgium,62357,9781,147,11589623
2020-07-09,Belgium,62210,9778,87,11589623
2020-07-08,Belgium,62123,9776,65,11589623
2020-07-07,Belgium,62058,9774,0,11589623
2020-07-06,Belgium,62058,9774,42,11589623
2020-07-05,Belgium,62016,9771,178,11589623
2020-07-04,Belgium,61838,9771,111,11589623
2020-07-03,Belgium,61727,9765,129,11589623
2020-07-02,Belgium,61598,9761,89,11589623
2020-07-01,Belgium,61509,9754,82,11589623
2020-06-30,Belgium,61427,9747,66,11589623
2020-06-29,Belgium,61361,9732,66,11589623
2020-06-28,Belgium,61295,9732,86,11589623
2020-06-27,Belgium,61209,9732,103,11589623
2020-06-26,Belgium,61106,9731,99,11589623
2020-06-25,Belgium,61007,9726,109,11589623
2020-06-24,Belgium,60898,9722,88,11589623
2020-06-23,Belgium,60810,9713,260,11589623
2020-06-22,Belgium,60550,9696,0,11589623
2020-06-21,Belgium,60550,9696,0,11589623
2020-06-20,Belgium,60550,9696,74,11589623
2020-06-19,Belgium,60476,9695,128,11589623
2020-06-18,Belgium,60348,9683,104,11589623
2020-06-17,Belgium,60244,9675,89,11589623
2020-06-16,Belgium,60155,9663,55,11589623
2020-06-15,Belgium,60100,9661,71,11589623
2020-06-14,Belgium,60029,9655,111,11589623
2020-06-13,Belgium,59918,9650,99,11589623
2020-06-12,Belgium,59819,9646,108,11589623
2020-06-11,Belgium,59711,9636,142,11589623
2020-06-10,Belgium,59569,9629,132,11589623
2020-06-09,Belgium,59437,9619,89,11589623
2020-06-08,Belgium,59348,9606,122,11589623
2020-06-07,Belgium,59226,9595,154,11589623
2020-06-06,Belgium,59072,9580,165,11589623
2020-06-05,Belgium,58907,9566,140,11589623
2020-06-04,Belgium,58767,9548,82,11589623
2020-06-03,Belgium,58685,9522,70,11589623
2020-06-02,Belgium,58615,9505,98,11589623
2020-06-01,Belgium,58517,9486,136,11589623
2020-05-31,Belgium,58381,9467,195,11589623
2020-05-30,Belgium,58186,9453,125,11589623
2020-05-29,Belgium,58061,9430,212,11589623
2020-05-28,Belgium,57849,9388,257,11589623
2020-05-27,Belgium,57592,9364,137,11589623
2020-05-26,Belgium,57455,9334,113,11589623
2020-05-25,Belgium,57342,9312,250,11589623
2020-05-24,Belgium,57092,9280,282,11589623
2020-05-23,Belgium,56810,9237,299,11589623
2020-05-22,Belgium,56511,9212,276,11589623
2020-05-21,Belgium,56235,9186,252,11589623
2020-05-20,Belgium,55983,9150,192,11589623
2020-05-19,Belgium,55791,9108,232,11589623
2020-05-18,Belgium,55559,9080,279,11589623
2020-05-17,Belgium,55280,9052,291,11589623
2020-05-16,Belgium,54989,9005,345,11589623
2020-05-15,Belgium,54644,8959,356,11589623
2020-05-14,Belgium,54288,8903,307,11589623
2020-05-13,Belgium,53981,8843,202,11589623
2020-05-12,Belgium,53779,8761,330,11589623
2020-05-11,Belgium,53449,8707,368,11589623
2020-05-10,Belgium,53081,8656,485,11589623
2020-05-09,Belgium,52596,8581,585,11589623
2020-05-08,Belgium,52011,8521,591,11589623
2020-05-07,Belgium,51420,8415,639,11589623
2020-05-06,Belgium,50781,8339,272,11589623
2020-05-05,Belgium,50509,8016,242,11589623
2020-05-04,Belgium,50267,7924,361,11589623
2020-05-03,Belgium,49906,7844,389,11589623
2020-05-02,Belgium,49517,7765,485,11589623
2020-05-01,Belgium,49032,7703,513,11589623
2020-04-30,Belgium,48519,7594,660,11589623
2020-04-29,Belgium,47859,7501,525,11589623
2020-04-28,Belgium,47334,7331,647,11589623
2020-04-27,Belgium,46687,7207,553,11589623
2020-04-26,Belgium,46134,7094,809,11589623
2020-04-25,Belgium,45325,6917,1032,11589623
2020-04-24,Belgium,44293,6679,1496,11589623
2020-04-23,Belgium,42797,6490,908,11589623
2020-04-22,Belgium,41889,6262,933,11589623
2020-04-21,Belgium,40956,5998,973,11589623
2020-04-20,Belgium,39983,5828,1487,11589623
2020-04-19,Belgium,38496,5683,1313,11589623
2020-04-18,Belgium,37183,5453,1045,11589623
2020-04-17,Belgium,36138,5163,1329,11589623
2020-04-16,Belgium,34809,4857,1236,11589623
2020-04-15,Belgium,33573,4440,2454,11589623
2020-04-14,Belgium,31119,4157,530,11589623
2020-04-13,Belgium,30589,3903,942,11589623
2020-04-12,Belgium,29647,3600,1629,11589623
2020-04-11,Belgium,28018,3346,1351,11589623
2020-04-10,Belgium,26667,3019,1684,11589623
2020-04-09,Belgium,24983,2523,1580,11589623
2020-04-08,Belgium,23403,2240,1209,11589623
2020-04-07,Belgium,22194,2035,1380,11589623
2020-04-06,Belgium,20814,1632,1123,11589623
2020-04-05,Belgium,19691,1447,1260,11589623
2020-04-04,Belgium,18431,1283,1661,11589623
2020-04-03,Belgium,16770,1143,1422,11589623
2020-04-02,Belgium,15348,1011,1384,11589623
2020-04-01,Belgium,13964,828,1189,11589623
2020-03-31,Belgium,12775,705,876,11589623
2020-03-30,Belgium,11899,513,1063,11589623
2020-03-29,Belgium,10836,431,1702,11589623
2020-03-28,Belgium,9134,353,1850,11589623
2020-03-27,Belgium,7284,289,1049,11589623
2020-03-26,Belgium,6235,220,1298,11589623
2020-03-25,Belgium,4937,178,668,11589623
2020-03-24,Belgium,4269,122,526,11589623
2020-03-23,Belgium,3743,88,342,11589623
2020-03-22,Belgium,3401,75,586,11589623
2020-03-21,Belgium,2815,67,558,11589623
2020-03-20,Belgium,2257,37,462,11589623
2020-03-19,Belgium,1795,21,309,11589623
2020-03-18,Belgium,1486,14,243,11589623
2020-03-17,Belgium,1243,10,185,11589623
2020-03-16,Belgium,1058,5,172,11589623
2020-03-15,Belgium,886,4,197,11589623
2020-03-14,Belgium,689,4,130,11589623
2020-03-13,Belgium,559,3,245,11589623
2020-03-12,Belgium,314,3,0,11589623
2020-03-11,Belgium,314,3,47,11589623
2020-03-10,Belgium,267,0,28,11589623
2020-03-09,Belgium,239,0,39,11589623
2020-03-08,Belgium,200,0,31,11589623
2020-03-07,Belgium,169,0,60,11589623
2020-03-06,Belgium,109,0,59,11589623
2020-03-05,Belgium,50,0,27,11589623
2020-03-04,Belgium,23,0,10,11589623
2020-03-03,Belgium,13,0,5,11589623
2020-03-02,Belgium,8,0,6,11589623
2020-03-01,Belgium,2,0,1,11589623
2020-02-29,Belgium,1,0,0,11589623
2020-02-28,Belgium,1,0,0,11589623
2020-02-27,Belgium,1,0,0,11589623
2020-02-26,Belgium,1,0,0,11589623
2020-02-25,Belgium,1,0,0,11589623
2020-02-24,Belgium,1,0,0,11589623
2020-02-23,Belgium,1,0,0,11589623
2020-02-22,Belgium,1,0,0,11589623
2020-02-21,Belgium,1,0,0,11589623
2020-02-20,Belgium,1,0,0,11589623
2020-02-19,Belgium,1,0,0,11589623
2020-02-18,Belgium,1,0,0,11589623
2020-02-17,Belgium,1,0,0,11589623
2020-02-16,Belgium,1,0,0,11589623
2020-02-15,Belgium,1,0,0,11589623
2020-02-14,Belgium,1,0,0,11589623
2020-02-13,Belgium,1,0,0,11589623
2020-02-12,Belgium,1,0,0,11589623
2020-02-11,Belgium,1,0,0,11589623
2020-02-10,Belgium,1,0,0,11589623
2020-02-09,Belgium,1,0,0,11589623
2020-02-08,Belgium,1,0,0,11589623
2020-02-07,Belgium,1,0,0,11589623
2020-02-06,Belgium,1,0,0,11589623
2020-02-05,Belgium,1,0,0,11589623
2020-02-04,Belgium,1,0,1,11589623
2020-02-03,Belgium,0,0,0,11589623
2020-02-02,Belgium,0,0,0,11589623
2020-02-01,Belgium,0,0,0,11589623
2020-01-31,Belgium,0,0,0,11589623
2020-01-30,Belgium,0,0,0,11589623
2020-01-29,Belgium,0,0,0,11589623
2020-01-28,Belgium,0,0,0,11589623
2020-01-27,Belgium,0,0,0,11589623
2020-01-26,Belgium,0,0,0,11589623
2020-01-25,Belgium,0,0,0,11589623
2020-01-24,Belgium,0,0,0,11589623
2020-01-23,Belgium,0,0,0,11589623
2020-01-22,Belgium,0,0,0,11589623
